68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	90	90	90	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	90	100	90	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	90	100	90	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	90	90	90	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
68	66	64	62	60	58	56	58	60	62	64	66	68	70	72	74	72	70	68	66	64	62	60	62	64	66	68	70	72	74	76	78	80
