												100	100	100	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	
		100	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50
	100	100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50	50
100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50	50	50	50
100	100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50	50	50	50
100	100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50	50	50	50
100	100	100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50	50	50	50		
100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50	50					
100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
100	100	100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
100	100	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50	50						
	100	100	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50	50							
	100	100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50	50	50								
		100	100	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	50	50	50	50										
				200	200	200	200	200	200	200	200																					
