0	0	0	0	0	0	0	0	0	0	0	0																					0
0	0																															
0																																
																																
																																
															10000																	
																															0	0
				5000																								0	0	0	0	0
																											0	0	0	0	0	0
																		8000									0	0	0	0	0	0
																											0	0	0	0	0	0
																											0	0	0	0	0	0
																											0	0	0	0	0	0
																											0	0	0	0	0	0
0																											0	0	0	0	0	0
0																										0	0	0	0	0	0	0
0																									0	0	0	0	0	0	0	0
0	0																						0	0	0	0	0	0	0	0	0	0
0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
