													94.8	94.8	94.9	94.9	95.0	95.0	95.0													
											94.7	94.7	94.7																			
										94.6	94.6																					
									94.5	94.5																						
									94.5																							
								94.4	94.4																							
								94.3																								
								94.2																								
								94.1																								
								94.0	94.0																							
									93.5	93.5																						
										93.0	93.0	93.0																				
												92.5	92.5																			
													92.0	92.0																		
													91.5	91.5																		
												91.0	91.0																			
									90.5	90.5	90.5	90.5																				
							90.2	90.2	90.2																							
					90.0	90.0	90.0																									
